data_hora,cpu_freq,cpu_percent,ram_used,ram_percent,sendPackages,receivePackages,disco_C_used,disco_C_percent
05/06/2025 17:51:07,2396.0,20.9,5.42,69.2,77069,179062,137033170944,53.7
05/06/2025 17:51:10,2396.0,42.9,5.43,69.3,77069,179062,137033175040,53.7
05/06/2025 17:51:13,2396.0,46.1,5.44,69.4,77069,179062,137033179136,53.7
05/06/2025 17:51:17,2396.0,60.2,5.47,69.8,77071,179062,137033183232,53.7
05/06/2025 17:51:20,2396.0,18.0,5.45,69.5,77081,179071,137033183232,53.7
05/06/2025 17:51:23,2396.0,20.1,5.44,69.5,77084,179073,137033183232,53.7
05/06/2025 17:51:26,2396.0,19.1,5.41,69.0,77090,179084,137033187328,53.7
05/06/2025 17:51:29,2396.0,20.2,5.33,68.0,77096,179099,137033187328,53.7
05/06/2025 17:51:33,2396.0,6.7,5.32,67.9,77099,179100,137033334784,53.7
05/06/2025 17:51:36,2396.0,75.3,5.43,69.2,77102,179105,137029251072,53.7
05/06/2025 17:51:39,2396.0,62.1,5.45,69.5,77102,179106,137029251072,53.7
05/06/2025 17:51:43,2396.0,31.7,5.43,69.3,77103,179108,137029255168,53.7
05/06/2025 17:51:46,2396.0,13.4,5.44,69.4,77107,179112,137029255168,53.7
05/06/2025 17:51:49,2396.0,41.3,5.4,68.9,77124,179131,137029345280,53.7
05/06/2025 17:51:52,2396.0,19.9,5.39,68.7,77125,179132,137029345280,53.7
05/06/2025 17:51:55,2396.0,28.3,5.38,68.6,77125,179132,137029345280,53.7
05/06/2025 17:51:58,2396.0,33.7,5.37,68.6,77126,179133,137029345280,53.7
05/06/2025 17:52:02,2396.0,40.0,5.45,69.6,77135,179145,137029345280,53.7
05/06/2025 17:52:05,2396.0,43.4,5.45,69.6,77135,179145,137029345280,53.7
05/06/2025 17:52:09,2396.0,30.0,5.46,69.6,77135,179145,137029345280,53.7
05/06/2025 17:52:12,2396.0,43.5,5.47,69.8,77136,179146,137029345280,53.7
05/06/2025 17:52:16,2396.0,38.9,5.46,69.7,77137,179147,137029345280,53.7
05/06/2025 17:52:19,2396.0,25.2,5.49,70.1,77137,179147,137029349376,53.7
05/06/2025 17:52:22,2396.0,46.4,5.49,70.0,77137,179147,137029349376,53.7
05/06/2025 17:52:25,2396.0,36.7,5.49,70.0,77137,179147,137029349376,53.7
05/06/2025 17:52:28,2396.0,38.8,5.49,70.0,77139,179149,137029349376,53.7
05/06/2025 17:52:32,2396.0,45.9,5.49,70.0,77159,179168,137029480448,53.7
05/06/2025 17:52:35,2396.0,9.0,5.48,69.9,77162,179179,137029480448,53.7
05/06/2025 17:52:38,2396.0,32.8,5.48,69.9,77164,179187,137029480448,53.7
05/06/2025 17:52:41,2396.0,23.1,5.47,69.8,77165,179195,137029480448,53.7
05/06/2025 17:52:44,2396.0,7.0,5.47,69.8,77165,179195,137029480448,53.7
05/06/2025 17:52:47,2396.0,15.4,5.47,69.8,77165,179195,137029611520,53.7
05/06/2025 17:52:50,2396.0,8.1,5.48,69.9,77165,179195,137029611520,53.7
05/06/2025 17:52:53,2396.0,25.0,5.47,69.8,77165,179195,137029611520,53.7
05/06/2025 17:52:56,2396.0,5.4,5.48,69.8,77165,179195,137029611520,53.7
05/06/2025 17:53:00,2396.0,74.7,5.52,70.4,77165,179195,137029615616,53.7
05/06/2025 17:53:03,2396.0,29.1,5.5,70.2,77171,179204,137029615616,53.7
05/06/2025 17:53:06,2396.0,18.1,5.51,70.3,77182,179210,137029615616,53.7
05/06/2025 17:53:09,2396.0,42.7,5.49,70.0,77192,179225,137029615616,53.7
05/06/2025 17:53:12,2396.0,8.2,5.48,70.0,77194,179227,137029615616,53.7
05/06/2025 17:53:15,2396.0,8.5,5.49,70.0,77195,179228,137029615616,53.7
05/06/2025 17:53:18,2396.0,14.8,5.48,69.9,77196,179230,137029615616,53.7
05/06/2025 17:53:22,2396.0,9.6,5.48,69.9,77198,179232,137029615616,53.7
05/06/2025 17:53:25,2396.0,51.3,5.5,70.2,77198,179232,137029615616,53.7
05/06/2025 17:53:28,2396.0,15.1,5.5,70.1,77213,179250,137029615616,53.7
05/06/2025 17:53:31,2396.0,9.4,5.49,70.0,77214,179251,137029648384,53.7
05/06/2025 17:53:34,2396.0,9.2,5.49,70.0,77220,179256,137029652480,53.7
05/06/2025 17:53:37,2396.0,37.1,5.49,70.0,77220,179256,137029652480,53.7
05/06/2025 17:53:40,2396.0,28.2,5.48,69.9,77220,179256,137029652480,53.7
05/06/2025 17:53:43,2396.0,10.4,5.48,69.9,77221,179258,137029652480,53.7
05/06/2025 17:53:46,2396.0,8.2,5.48,69.9,77221,179258,137029652480,53.7
05/06/2025 17:53:50,2396.0,8.4,5.48,69.9,77221,179258,137029652480,53.7
05/06/2025 17:53:53,2396.0,15.8,5.48,69.9,77222,179260,137029652480,53.7
05/06/2025 17:53:56,2396.0,23.5,5.5,70.2,77222,179260,137029652480,53.7
05/06/2025 17:53:59,2396.0,10.9,5.48,69.9,77222,179260,137029652480,53.7
05/06/2025 17:54:02,2396.0,14.8,5.48,70.0,77228,179270,137029656576,53.7
05/06/2025 17:54:05,2396.0,13.5,5.48,69.9,77229,179273,137029656576,53.7
05/06/2025 17:54:08,2396.0,53.6,5.49,70.0,77238,179280,137029656576,53.7
05/06/2025 17:54:11,2396.0,36.4,5.49,70.0,77244,179291,137029656576,53.7
05/06/2025 17:54:14,2396.0,7.8,5.49,70.1,77244,179291,137029660672,53.7
05/06/2025 17:54:18,2396.0,24.3,5.5,70.1,77268,179316,137029660672,53.7
05/06/2025 17:54:21,2396.0,7.4,5.5,70.1,77269,179317,137029660672,53.7
05/06/2025 17:54:24,2396.0,7.8,5.5,70.1,77269,179317,137029726208,53.7
05/06/2025 17:54:27,2396.0,7.4,5.49,70.1,77270,179318,137029820416,53.7
05/06/2025 17:54:30,2396.0,39.0,5.51,70.3,77270,179318,137029820416,53.7
05/06/2025 17:54:33,2396.0,47.7,5.51,70.3,77272,179319,137029820416,53.7
05/06/2025 17:54:36,2396.0,7.7,5.5,70.2,77272,179319,137029820416,53.7
05/06/2025 17:54:40,2396.0,45.5,5.5,70.2,77272,179330,137029971968,53.7
05/06/2025 17:54:43,2396.0,23.1,5.56,70.9,77275,179333,137030496256,53.7
05/06/2025 17:54:46,2396.0,13.8,5.56,70.9,77277,179334,137030496256,53.7
05/06/2025 17:54:49,2396.0,28.3,5.52,70.4,77282,179338,137030496256,53.7
05/06/2025 17:54:52,2396.0,11.6,5.5,70.2,77283,179339,137030496256,53.7
05/06/2025 17:54:55,2396.0,8.2,5.49,70.0,77304,179390,137030500352,53.7
05/06/2025 17:54:58,2396.0,9.7,5.49,70.1,77305,179392,137030500352,53.7
05/06/2025 17:55:01,2396.0,8.2,5.49,70.0,77314,179404,137030500352,53.7
05/06/2025 17:55:04,2396.0,52.8,5.48,70.0,77314,179404,137030500352,53.7
05/06/2025 17:55:08,2396.0,16.5,5.49,70.1,77315,179405,137030500352,53.7
05/06/2025 17:55:11,2396.0,16.7,5.5,70.2,77315,179405,137030500352,53.7
05/06/2025 17:55:14,2396.0,8.2,5.5,70.2,77317,179407,137030500352,53.7
05/06/2025 17:55:17,2396.0,23.0,5.5,70.2,77317,179407,137030500352,53.7
05/06/2025 17:55:20,2396.0,35.7,5.5,70.2,77318,179408,137030500352,53.7
05/06/2025 17:55:23,2396.0,14.3,5.49,70.1,77318,179408,137030500352,53.7
05/06/2025 17:55:26,2396.0,54.5,5.5,70.1,77319,179408,137030500352,53.7
05/06/2025 17:55:29,2396.0,14.2,5.49,70.1,77320,179410,137030500352,53.7
05/06/2025 17:55:32,2396.0,24.1,5.5,70.2,77323,179412,137030569984,53.7
05/06/2025 17:55:35,2396.0,29.1,5.51,70.3,77327,179414,137030569984,53.7
05/06/2025 17:55:39,2396.0,20.1,5.52,70.4,77329,179414,137030569984,53.7
05/06/2025 17:55:42,2396.0,39.1,5.52,70.4,77335,179418,137030569984,53.7
05/06/2025 17:55:45,2396.0,56.8,5.51,70.3,77349,179432,137030569984,53.7
05/06/2025 17:55:48,2396.0,20.0,5.52,70.4,77350,179432,137030569984,53.7
05/06/2025 17:55:51,2396.0,7.0,5.52,70.4,77354,179435,137030569984,53.7
05/06/2025 17:55:54,2396.0,7.8,5.52,70.4,77355,179435,137030569984,53.7
05/06/2025 17:55:57,2396.0,31.6,5.51,70.2,77356,179435,137030569984,53.7
05/06/2025 17:56:00,2396.0,6.2,5.47,69.8,77356,179435,137030569984,53.7
05/06/2025 17:56:03,2396.0,8.8,5.47,69.8,77361,179444,137030569984,53.7
05/06/2025 17:56:06,2396.0,8.6,5.47,69.8,77362,179444,137030569984,53.7
05/06/2025 17:56:09,2396.0,10.4,5.47,69.8,77365,179445,137030574080,53.7
05/06/2025 17:56:12,2396.0,22.9,5.46,69.7,77366,179446,137030574080,53.7
05/06/2025 17:56:15,2396.0,16.8,5.46,69.7,77368,179447,137030574080,53.7
05/06/2025 17:56:18,2396.0,25.8,5.47,69.7,77369,179448,137030574080,53.7
